"","X","ID","LONG","LAT","ages","race","sex","income","Location","Price","Experience","Other","will_attend","target_dist","predicted_prob","Price_real"
"72",72,21658,-78.6459237259871,35.7445284939461,32.0545540701015,"White","F","25-50k",2,2,3,4,0,0.229962944257002,0.714120189047364,20
"73",73,21972,-78.7632361534045,35.793933015209,43.6665409515207,"Hispanic","F","100-150k",2,3,1,1,0,0.122308814213602,0.00768641688158368,25
"74",74,22824,-78.6459947467166,35.711098915655,35.4890554422696,"Hispanic","F","100-150k",2,3,1,2,0,0.232561687242036,0.0141882524360208,25
"75",75,22884,-78.6271769515607,35.7023611465644,40.5858094295146,"White","F","25-50k",2,3,1,3,0,0.252551127477381,0.0412982243628574,25
"76",76,22898,-78.7357580875535,35.7923102512056,41.7501449837187,"White","M","100-150k",2,3,1,4,0,0.147488760160604,0.0867619389766211,25
"77",77,23051,-78.6732854319709,35.7542356755248,51.846816930016,"White","F","50-75k",2,3,2,1,0,0.202750713359912,0.0298229357415064,25
"78",78,23200,-78.7850484391924,35.810476824066,44.6899824235713,"White","F","50-75k",2,3,2,2,0,0.111227715336179,0.0953864468790916,25
"79",79,23367,-78.7490624320171,35.7976323874168,34.5159677843031,"Aisian/Other","M","75-100k",2,3,2,3,0,0.136820185800567,0.489790333882688,25
"80",80,23403,-78.6575057837015,35.7557648038011,34.2919311950164,"White","F","50-75k",2,3,2,4,1,0.218580099384938,0.558888182659529,25
"81",81,23953,-78.5721264988004,35.718166512739,50.4604145988046,"White","F","75-100k",2,3,3,1,0,0.305051729477127,0.0206657477740618,25
"82",82,24302,-78.5738892966946,35.7578126636064,35.4294895353067,"Hispanic","F","100-150k",2,3,3,2,0,0.302210832388159,0.0710308525526898,25
"83",83,24541,-78.6552749200894,35.7223558926058,54.6877855293922,"Hispanic","F",">150k",2,3,3,3,0,0.221898544828421,0.0490211444690741,25
"84",84,24729,-78.6621548029332,35.7141110140791,41.9211856610426,"Hispanic","F",">150k",2,3,3,4,1,0.216132606324031,0.252470308207217,25
"85",85,24858,-78.7136618233717,35.7378899374428,44.882749378896,"White","M",">150k",2,4,1,1,0,0.162435002318848,0.00360031054677463,30
"86",86,25722,-78.5712447020877,35.7503500168865,36.2274277433997,"White","F","25-50k",2,4,1,2,0,0.304662485008528,0.0103733656161313,30
"87",87,26314,-78.5792043500268,35.7837112961452,46.6823731533985,"Black","M","100-150k",2,4,1,3,0,0.299027662964696,0.0111791673653734,30
"88",88,26825,-78.5754656773602,35.8336555615999,45.5688653777213,"White","F","75-100k",2,4,1,4,0,0.312862995593958,0.0298068666967205,30
"89",89,27403,-78.6155860294009,35.7498584592768,41.8062769013145,"White","M","100-150k",2,4,2,1,0,0.260318567338247,0.035805805137257,30
"90",90,27865,-78.6027464535133,35.796011175688,38.6182041483997,"White","F","100-150k",2,4,2,2,0,0.277624069654826,0.0519748853803665,30
"91",91,28457,-78.6783817563381,35.7144582256662,50.3564063098545,"White","M","50-75k",2,4,2,3,0,0.200045448764238,0.108665743352996,30
"92",92,30218,-78.5740241352914,35.7953119411909,40.5021433737217,"White","F","75-100k",2,4,2,4,1,0.305812187978054,0.294178161135579,30
"93",93,30414,-78.659677081774,35.6592611132375,33.909829157221,"White","F","50-75k",2,4,3,1,0,0.233057908046087,0.0609560969492269,30
"94",94,30641,-78.6186575019078,35.7344998467875,48.8718617716093,"White","F","50-75k",2,4,3,2,0,0.257492107713026,0.0227454836192258,30
"95",95,30808,-78.5922078951056,35.8653067589791,39.1619766328543,"White","F","25-50k",2,4,3,3,0,0.307631650595782,0.152984330812552,30
"96",96,30969,-78.6161272586756,35.8211743736331,40.6137203428398,"White","F","25-50k",2,4,3,4,0,0.270334337122442,0.285781666526158,30
"97",97,31154,-78.6400620423688,35.7736927006042,36.1697607218292,"White","F","100-150k",3,1,1,1,0,0.0365008557132044,0.0165329465072968,15
"98",98,31259,-78.6683506996157,35.6762888690953,44.3451190668437,"Black","F","25-50k",3,1,1,2,0,0.0964593910646541,0.0138107021126329,15
"99",99,31424,-78.5730018605217,35.7742611258968,38.8527147552074,"Hispanic","F",">150k",3,1,1,3,0,0.103554865246556,0.0361221075547,15
"100",100,31960,-78.7731904535816,35.7732419506945,36.9185745285148,"White","F","50-75k",3,1,1,4,0,0.0966541207528243,0.133420300096059,15
"101",101,32106,-78.6381680860394,35.7407054699816,42.2768968535007,"White","M","50-75k",3,1,2,1,0,0.0497689362362417,0.102692667490038,15
"102",102,32564,-78.7847211859227,35.8506043366674,39.6398706571842,"White","M","75-100k",3,1,2,2,0,0.133488154010875,0.140872642846696,15
"103",103,32741,-78.7139788752146,35.8094255087251,32.0668372116055,"White","F","75-100k",3,1,2,3,1,0.0526550821259089,0.54278876727163,15
"104",104,32824,-78.6743319326002,35.7935475392401,46.758623103903,"White","M","100-150k",3,1,2,4,0,0.0212625016767508,0.418024819352826,15
"105",105,33220,-78.715795681385,35.8774515976905,43.2103101539209,"White","F","25-50k",3,1,3,1,0,0.112146541178622,0.0668517870039654,15
"106",106,33657,-78.7170919445527,35.8005729461003,35.4543657856411,"Black","F",">150k",3,1,3,2,0,0.0493778806650937,0.108911769239852,15
"107",107,34204,-78.6409283342325,35.8875948090586,42.695743349867,"White","M","50-75k",3,1,3,3,0,0.120573773154795,0.233681483599216,15
"108",108,34255,-78.6705842331348,35.7994091701888,41.7423729442281,"Black","F","75-100k",3,1,3,4,0,0.0276580265608454,0.495629456692569,15
"109",109,34472,-78.6144887506402,35.7973621148445,61.6026609059867,"White","F","25-50k",3,2,1,1,0,0.0668839646299621,0.0027072062340522,20
"110",110,34722,-78.5539495352172,35.8486916048429,41.5789580712937,"White","F","100-150k",3,2,1,2,0,0.144391242896406,0.0101698198657233,20
"111",111,34807,-78.6030160486338,35.7836287645089,39.5370965379042,"White","M","25-50k",3,2,1,3,0,0.0743764517632791,0.0803313066699327,20
"112",112,35570,-78.586753581103,35.7706404538587,34.683546459603,"White","M","75-100k",3,2,1,4,0,0.0898036581714354,0.198928275241601,20
"113",113,35651,-78.5894768963149,35.8705717172413,30.8793870922128,"White","F","50-75k",3,2,2,1,0,0.131216119777212,0.167201616031057,20
"114",114,35668,-78.628075497085,35.8338320153642,43.7778176968257,"Aisian/Other","F","<25k",3,2,2,2,0,0.0782476872150574,0.0588791689642921,20
"115",115,35707,-78.5991145193694,35.9336489806336,47.5464294214504,"White","F","50-75k",3,2,2,3,0,0.178874086458202,0.160059416059208,20
"116",116,36074,-78.5475723615324,35.8334318361203,38.7446077810692,"White","M","100-150k",3,2,2,4,1,0.142679840174163,0.485446110277513,20
"117",117,36976,-78.7074566240977,35.6609866834629,42.0715944373283,"Hispanic","F","25-50k",3,2,3,1,0,0.115623374571899,0.0736366075666317,20
"118",118,37409,-78.6370222810553,35.8402150524094,49.6735882030441,"White","F",">150k",3,2,3,2,0,0.0784890530194035,0.0330567865506027,20
"119",119,37711,-78.7007099334979,35.8529610299555,43.3842679357222,"White","M","50-75k",3,2,3,3,0,0.0841086513551646,0.249976420233104,20
"120",120,37855,-78.6693231704192,35.6997896454209,47.2661840870265,"Black","M","75-100k",3,2,3,4,1,0.0729681178412914,0.38115774991388,20
"121",121,37860,-78.670522341781,35.7097285466328,40.373620504691,"White","M","100-150k",3,3,1,1,0,0.0629596956599793,0.00704576775629854,25
"122",122,38194,-78.5188766919772,35.8596256225475,36.793520776149,"White","M","75-100k",3,3,1,2,0,0.180183317556018,0.0116615466413331,25
"123",123,38535,-78.553194294775,35.6424197367969,66.6327861889816,"White","F","<25k",3,3,1,3,0,0.179189932250112,0.00139710682860628,25
"124",124,38724,-78.7563878776029,35.7501344140207,47.8053099038725,"Black","M","75-100k",3,3,1,4,0,0.0828941486275687,0.0455632606066559,25
"125",125,38891,-78.738508478058,35.891097806459,44.058366656854,"Black","M","25-50k",3,3,2,1,0,0.133900192423323,0.0497804273822924,25
"126",126,39260,-78.4765725255683,35.7297602346476,38.9392218397325,"White","F","100-150k",3,3,2,2,0,0.204463053923932,0.0484218307729117,25
"127",127,39587,-78.7242355240334,35.9193772744766,41.4672533641248,"White","M","50-75k",3,3,2,3,0,0.15452243275781,0.182190602382158,25
"128",128,40152,-78.7506999420312,35.7744220687381,55.1071475775878,"White","M","75-100k",3,3,2,4,0,0.0741875040963958,0.187404691826301,25
"129",129,40181,-78.5847694067832,35.7655837114359,38.8121959507053,"White","F","50-75k",3,3,3,1,0,0.092023385990485,0.0493232510483949,25
"130",130,40256,-78.6613333319815,35.7032384757836,40.3084406353958,"White","F","25-50k",3,3,3,2,1,0.0708135522633941,0.0768816853248914,25
"131",131,40750,-78.6072708718769,35.8158246283982,34.3232079279144,"White","M","75-100k",3,3,3,3,1,0.0817551861502108,0.312560877163581,25
"132",132,41802,-78.6145334731892,35.6867076319137,46.9400642874676,"Black","F","100-150k",3,3,3,4,0,0.105773301524425,0.171587878223695,25
"133",133,42362,-78.6455287107063,35.7805298445187,40.4321407122569,"White","M","75-100k",3,4,1,1,0,0.0320592332340617,0.00704204826805513,30
"134",134,43444,-78.7507809394232,35.738387789356,63.5638926025484,"White","F","<25k",3,4,1,2,0,0.0816611753486921,0.000512702335957147,30
"135",135,43725,-78.58425729096,35.8417163036003,35.469601673276,"White","M","75-100k",3,4,1,3,0,0.115415979537375,0.0352652005797657,30
"136",136,44152,-78.5368295883327,35.7830264399755,42.8726499955869,"Hispanic","F","<25k",3,4,1,4,0,0.14011395488959,0.0170285034626355,30
"137",137,44159,-78.6560545544219,35.8449537895912,41.0458137423526,"White","F","50-75k",3,4,2,1,0,0.0753903565754808,0.0377311284058208,30
"138",138,44436,-78.6542757549225,35.7453818910444,36.6983967480484,"White","M","50-75k",3,4,2,2,0,0.0350096389642587,0.0922814718538544,30
"139",139,44847,-78.7021211984921,35.5880545915334,38.3458069661427,"Black","M","50-75k",3,4,2,3,0,0.18611186780807,0.14796696604645,30
"140",140,44934,-78.6533357809652,35.8098633532308,41.1526692871877,"White","M","50-75k",3,4,2,4,1,0.0440674326040389,0.330435743676139,30
"141",141,45081,-78.4804514137998,35.7274268894383,64.7453058108837,"White","M","25-50k",3,4,3,1,0,0.201179805923929,0.00378908376120319,30
"142",142,45167,-78.5239898381886,35.6984277995367,39.1941133092419,"White","F","100-150k",3,4,3,2,0,0.16953889910598,0.0284191938597521,30
"143",143,45278,-78.6267456219726,35.7509816921537,37.268311322622,"White","M","50-75k",3,4,3,3,1,0.0542053871320401,0.189243627435751,30
"144",144,45475,-78.5723567257376,35.6984908915513,44.6555470806759,"Black","F",">150k",3,4,3,4,0,0.127736881704991,0.107817676133645,30
"145",145,45656,-78.5954095669321,35.8432413077231,53.1096020461492,"White","M","100-150k",4,1,1,1,0,0.463054601532335,4.13685482329273e-11,15
"146",146,45769,-78.6989970359552,35.7825931506675,48.1093407254569,"White","M","<25k",4,1,1,2,0,0.375892575875745,7.85091444957324e-11,15
"147",147,46403,-78.8366435544243,35.7788510141932,36.1006755535374,"White","F","75-100k",4,1,1,3,0,0.251729251087306,1.92005311723157e-09,15
"148",148,46404,-78.5306013235215,35.7123885936046,41.3650819096323,"Black","M","50-75k",4,1,1,4,0,0.558098074317028,9.58243433217663e-10,15
"149",149,46714,-78.5512875251243,35.7492049950715,45.3745217406961,"White","F",">150k",4,1,2,1,0,0.526671332375053,3.7371574737924e-10,15
"150",150,47007,-78.5778524016118,35.8608430957371,29.0528983989161,"White","F","50-75k",4,1,2,2,0,0.478501955098423,3.69205945424071e-09,15
"151",151,47493,-78.6827620431349,35.8366559030102,27.6555763395929,"White","F","75-100k",4,1,2,3,0,0.377815393061832,2.18118912208309e-08,15
"152",152,48026,-78.6712676390384,35.6403000086004,48.1117098407203,"Hispanic","M","100-150k",4,1,2,4,0,0.465778881649123,5.38045024327544e-09,15
"153",153,48091,-78.6468627399779,35.7151279025326,46.6807255673867,"Aisian/Other","M","75-100k",4,1,3,1,0,0.449636820254761,6.74517012349729e-10,15
"154",154,48547,-78.5574891371132,35.7705514863035,47.8265418237186,"White","M","25-50k",4,1,3,2,0,0.514754116780631,7.383978621563e-10,15
"155",155,48970,-78.5990619468797,35.754150833131,39.4619800218825,"White","M","25-50k",4,1,3,3,0,0.479671412477875,5.57002159489178e-09,15
"156",156,49640,-78.7603919365437,35.804180913726,49.5426254760386,"White","F","25-50k",4,1,3,4,0,0.310814056727836,8.25699482626765e-09,15
"157",157,50213,-78.7131906076449,35.7520687510043,54.5335559393598,"White","M","25-50k",4,2,1,1,0,0.373948010919771,7.58165883730216e-11,20
"158",158,50460,-78.7083846683153,35.8037131701287,31.1113199523361,"White","M","25-50k",4,2,1,2,0,0.360518551072697,7.77333727958562e-10,20
"159",159,50465,-78.5680373495962,35.838732267793,52.29223856026,"Aisian/Other","M","100-150k",4,2,1,3,0,0.490784919609522,1.86317052609767e-10,20
"160",160,50572,-78.5113729733409,35.7193352650939,54.1994843408242,"White","M","100-150k",4,2,1,4,0,0.57388981625223,2.61823342145468e-10,20
"161",161,51199,-78.6312001133129,35.683299692445,53.118202866916,"White","F","75-100k",4,2,2,1,0,0.477810558280627,4.09518121143487e-10,20
"162",162,51299,-78.6247223034594,35.7730749835715,30.9547191222687,"White","M","50-75k",4,2,2,2,0,0.449462450743594,4.05744151269967e-09,20
"163",163,51345,-78.707273367166,35.7652361782226,37.1384930811047,"White","M","75-100k",4,2,2,3,0,0.374226517344596,1.16150716270486e-08,20
"164",164,51948,-78.571745438716,35.8231383118977,40.5198701974075,"White","M","100-150k",4,2,2,4,0,0.489487859394065,9.56741891421711e-09,20
"165",165,52171,-78.6755437927663,35.7390078926246,57.02445342351,"White","M","50-75k",4,2,3,1,0,0.413655425875036,2.92210819453405e-10,20
"166",166,52219,-78.6140594070126,35.895892890407,33.5605618136795,"White","M","<25k",4,2,3,2,0,0.440322163207842,1.46274028577757e-09,20
"167",167,52337,-78.6724405360032,35.7958394341089,56.7063156215467,"White","F","<25k",4,2,3,3,0,0.397232854012809,7.05112960564658e-10,20
"168",168,52568,-78.5463971949963,35.8539842914908,38.110086676392,"Black","M","50-75k",4,2,3,4,0,0.510473681622356,1.01982649619789e-08,20
"169",169,52705,-78.592680206808,35.7347535757354,39.7282511691854,"White","M","75-100k",4,3,1,1,0,0.492115341202418,8.94039795957774e-11,25
"170",170,53013,-78.7678045899578,35.765755135156,39.3905707003837,"Black","M","100-150k",4,3,1,2,0,0.318676774882735,1.70374758415967e-10,25
"171",171,53169,-78.6344846715289,35.7553166250164,38.0838681992037,"Hispanic","M","100-150k",4,3,1,3,0,0.445800551160648,4.05237369590624e-10,25
"172",172,53589,-78.6397436105964,35.7612712433249,49.5937020526905,"White","M",">150k",4,3,1,4,0,0.438861146907336,2.69783720782996e-10,25
"173",173,53646,-78.6535002609107,35.780314874704,33.9406706905405,"White","F","50-75k",4,3,2,1,0,0.419831134889107,1.2625349088151e-09,25
"174",174,54127,-78.6399329388499,35.8653982587067,35.6373970282071,"Black","M","75-100k",4,3,2,2,0,0.416268697737531,1.94298727505734e-09,25
"175",175,55187,-78.6061593636579,35.6873444999872,34.3029476958109,"Black","M","75-100k",4,3,2,3,0,0.498335732966732,5.41441549618772e-09,25
"176",176,55228,-78.7031254770236,35.6355432998793,42.2340181001363,"White","M","75-100k",4,3,2,4,0,0.442837616329963,7.41588277378844e-09,25
"177",177,55497,-78.6237266962491,35.7791613032439,41.3160914437271,"White","F","25-50k",4,3,3,1,0,0.448664389672088,5.90449862121494e-10,25
"178",178,56226,-78.5438733926075,35.9050751854472,49.9414588136192,"White","F","75-100k",4,3,3,2,0,0.510406681375716,2.87338119754914e-10,25
"179",179,56598,-78.6260062255192,35.7904364790246,31.2239364118078,"Hispanic","F","50-75k",4,3,3,3,0,0.443422533494854,5.15443020005481e-09,25
"180",180,56741,-78.6897498259103,35.8439501910746,31.5803161298618,"White","M","25-50k",4,3,3,4,0,0.369664962307694,2.00264551037202e-08,25
"181",181,57066,-78.7228986332477,35.8362287445039,44.9133255298756,"Black","F","25-50k",4,4,1,1,0,0.33851345348743,6.35868818190366e-11,30
"182",182,57104,-78.7055042219104,35.7940181586223,40.3492409910399,"Hispanic","M","50-75k",4,4,1,2,0,0.366113810565181,1.07485637011006e-10,30
"183",183,57936,-78.6141113324081,35.7750769416051,46.9541711589885,"White","M","50-75k",4,4,1,3,0,0.459041965045892,1.48135184017749e-10,30
"184",184,57970,-78.5759927560639,35.7096488775111,39.0164411734634,"White","M","100-150k",4,4,1,4,0,0.516776176942604,4.31310670505249e-10,30
"185",185,58285,-78.5927293304026,35.703087752812,41.2492433176195,"Aisian/Other","F","50-75k",4,4,2,1,0,0.503923642274647,3.41881116693537e-10,30
"186",186,58417,-78.5987125188741,35.9071048885782,39.5608176955319,"White","F","50-75k",4,4,2,2,0,0.455570861110902,6.38137256619498e-10,30
"187",187,59412,-78.7657491533825,35.6812008074842,58.8150677068397,"White","M","75-100k",4,4,2,3,0,0.365366815618629,7.33622060291079e-10,30
"188",188,59858,-78.6424996025982,35.7491880955104,34.428110336818,"White","M","100-150k",4,4,2,4,0,0.440397134525422,7.14623999436637e-09,30
"189",189,60585,-78.5199852223909,35.7136049135828,29.3573372204928,"White","F","100-150k",4,4,3,1,0,0.567659305874133,4.80407604063501e-10,30
"190",190,60853,-78.4544432010125,35.6870010021418,34.1891544729557,"White","F","100-150k",4,4,3,2,0,0.63834196970375,3.43491310809882e-10,30
"191",191,61318,-78.5747500025595,35.7538124793762,40.9387511953016,"Aisian/Other","F","25-50k",4,4,3,3,0,0.502904204200066,1.53298114177543e-09,30
